"","ontology"
"GO:0002031","BP"
"GO:0002032","BP"
"GO:0002033","BP"
"GO:0002034","BP"
"GO:0002035","BP"
"GO:0002036","BP"
"GO:0002037","BP"
"GO:0002038","BP"
"GO:0002039","MF"
"GO:0002040","BP"
"GO:0002041","BP"
"GO:0002042","BP"
"GO:0002043","BP"
"GO:0002044","BP"
"GO:0002045","BP"
"GO:0002046","MF"
"GO:0002047","BP"
"GO:0002048","BP"
"GO:0002049","BP"
"GO:0002050","BP"
"GO:0002051","BP"
"GO:0002052","BP"
"GO:0002053","BP"
"GO:0002054","MF"
"GO:0002055","MF"
"GO:0002056","MF"
"GO:0002057","MF"
"GO:0002058","MF"
"GO:0002059","MF"
"GO:0002060","MF"
"GO:0002061","MF"
"GO:0002062","BP"
"GO:0002063","BP"
"GO:0002064","BP"
"GO:0002065","BP"
"GO:0002066","BP"
"GO:0002067","BP"
"GO:0002068","BP"
"GO:0002069","BP"
"GO:0002070","BP"
"GO:0002071","BP"
"GO:0002072","BP"
"GO:0002074","BP"
"GO:0002075","BP"
"GO:0002076","BP"
"GO:0002077","BP"
"GO:0002078","BP"
"GO:0002079","CC"
"GO:0002080","CC"
"GO:0002081","CC"
"GO:0002082","BP"
"GO:0002083","MF"
"GO:0002084","BP"
"GO:0002085","BP"
"GO:0002086","BP"
"GO:0002087","BP"
"GO:0002088","BP"
"GO:0002089","BP"
"GO:0002090","BP"
"GO:0002091","BP"
"GO:0002092","BP"
"GO:0002093","BP"
"GO:0002094","MF"
"GO:0002095","CC"
"GO:0002096","CC"
"GO:0002097","BP"
"GO:0002098","BP"
"GO:0002099","BP"
"GO:0002100","BP"
"GO:0002101","BP"
"GO:0002102","CC"
"GO:0002103","BP"
"GO:0002104","BP"
"GO:0002105","BP"
"GO:0002106","BP"
"GO:0002107","BP"
"GO:0002108","BP"
"GO:0002109","BP"
"GO:0002110","BP"
"GO:0002111","CC"
"GO:0002112","MF"
"GO:0002113","MF"
"GO:0002114","MF"
"GO:0002115","BP"
"GO:0002116","CC"
"GO:0002117","BP"
"GO:0002118","BP"
"GO:0002119","BP"
"GO:0002121","BP"
"GO:0002122","BP"
"GO:0002123","BP"
"GO:0002124","BP"
"GO:0002125","BP"
"GO:0002126","BP"
"GO:0002127","BP"
"GO:0002128","BP"
"GO:0002129","BP"
"GO:0002130","BP"
"GO:0002131","BP"
"GO:0002132","BP"
"GO:0002133","CC"
"GO:0002134","MF"
"GO:0002135","MF"
"GO:0002136","BP"
"GO:0002138","BP"
"GO:0002139","CC"
"GO:0002140","CC"
"GO:0002141","CC"
"GO:0002142","CC"
"GO:0002143","BP"
"GO:0002144","CC"
"GO:0002145","MF"
"GO:0002148","BP"
"GO:0002149","BP"
"GO:0002150","BP"
"GO:0002151","MF"
"GO:0002152","BP"
"GO:0002153","MF"
"GO:0002154","BP"
"GO:0002155","BP"
"GO:0002156","BP"
"GO:0002157","BP"
"GO:0002158","BP"
"GO:0002159","BP"
"GO:0002160","BP"
"GO:0002161","MF"
"GO:0002162","MF"
"GO:0002164","BP"
"GO:0002165","BP"
"GO:0002167","CC"
"GO:0002168","BP"
"GO:0002169","CC"
"GO:0002170","MF"
"GO:0002171","MF"
"GO:0002172","MF"
"GO:0002173","MF"
"GO:0002174","BP"
"GO:0002175","BP"
"GO:0002176","BP"
"GO:0002177","CC"
"GO:0002178","CC"
"GO:0002179","CC"
"GO:0002180","CC"
"GO:0002181","BP"
"GO:0002182","BP"
"GO:0002183","BP"
"GO:0002184","BP"
"GO:0002185","CC"
"GO:0002186","CC"
"GO:0002187","CC"
"GO:0002188","BP"
"GO:0002189","CC"
"GO:0002190","BP"
"GO:0002191","BP"
"GO:0002192","BP"
"GO:0002193","CC"
"GO:0002194","BP"
"GO:0002195","BP"
"GO:0002196","MF"
"GO:0002197","CC"
"GO:0002199","CC"
"GO:0002200","BP"
"GO:0002201","BP"
"GO:0002202","BP"
"GO:0002203","BP"
"GO:0002204","BP"
"GO:0002205","BP"
"GO:0002206","BP"
"GO:0002207","BP"
"GO:0002208","BP"
"GO:0002209","BP"
"GO:0002210","BP"
"GO:0002211","BP"
"GO:0002212","BP"
"GO:0002213","BP"
"GO:0002215","BP"
"GO:0002218","BP"
"GO:0002220","BP"
"GO:0002221","BP"
"GO:0002222","BP"
"GO:0002223","BP"
"GO:0002224","BP"
"GO:0002225","BP"
"GO:0002227","BP"
"GO:0002228","BP"
"GO:0002229","BP"
"GO:0002230","BP"
"GO:0002231","BP"
"GO:0002232","BP"
"GO:0002233","BP"
"GO:0002234","BP"
"GO:0002235","BP"
"GO:0002236","BP"
"GO:0002237","BP"
"GO:0002238","BP"
"GO:0002239","BP"
"GO:0002240","BP"
"GO:0002241","BP"
"GO:0002242","BP"
"GO:0002243","BP"
"GO:0002244","BP"
"GO:0002246","BP"
"GO:0002247","BP"
"GO:0002248","BP"
"GO:0002249","BP"
"GO:0002250","BP"
"GO:0002251","BP"
"GO:0002252","BP"
"GO:0002253","BP"
"GO:0002254","BP"
"GO:0002255","BP"
"GO:0002256","BP"
"GO:0002257","BP"
"GO:0002258","BP"
"GO:0002259","BP"
"GO:0002260","BP"
"GO:0002261","BP"
"GO:0002262","BP"
"GO:0002263","BP"
"GO:0002264","BP"
"GO:0002265","BP"
"GO:0002266","BP"
"GO:0002267","BP"
"GO:0002268","BP"
"GO:0002269","BP"
"GO:0002270","BP"
"GO:0002271","BP"
"GO:0002272","BP"
"GO:0002273","BP"
"GO:0002274","BP"
"GO:0002275","BP"
"GO:0002276","BP"
"GO:0002277","BP"
"GO:0002278","BP"
"GO:0002279","BP"
"GO:0002280","BP"
"GO:0002281","BP"
"GO:0002282","BP"
"GO:0002283","BP"
"GO:0002284","BP"
"GO:0002285","BP"
"GO:0002286","BP"
"GO:0002287","BP"
"GO:0002288","BP"
"GO:0002289","BP"
"GO:0002290","BP"
"GO:0002291","BP"
"GO:0002292","BP"
"GO:0002293","BP"
"GO:0002294","BP"
"GO:0002295","BP"
"GO:0002296","BP"
"GO:0002297","BP"
"GO:0002298","BP"
"GO:0002299","BP"
"GO:0002300","BP"
"GO:0002301","BP"
"GO:0002302","BP"
"GO:0002303","BP"
"GO:0002304","BP"
"GO:0002305","BP"
"GO:0002306","BP"
"GO:0002307","BP"
"GO:0002308","BP"
"GO:0002309","BP"
"GO:0002310","BP"
"GO:0002311","BP"
"GO:0002312","BP"
"GO:0002313","BP"
"GO:0002314","BP"
"GO:0002315","BP"
"GO:0002316","BP"
"GO:0002317","BP"
"GO:0002318","BP"
"GO:0002319","BP"
"GO:0002320","BP"
"GO:0002321","BP"
"GO:0002322","BP"
"GO:0002323","BP"
"GO:0002324","BP"
"GO:0002325","BP"
"GO:0002326","BP"
"GO:0002327","BP"
"GO:0002328","BP"
"GO:0002329","BP"
"GO:0002330","BP"
"GO:0002331","BP"
"GO:0002332","BP"
"GO:0002333","BP"
"GO:0002334","BP"
"GO:0002335","BP"
"GO:0002336","BP"
"GO:0002337","BP"
"GO:0002338","BP"
"GO:0002339","BP"
"GO:0002340","BP"
"GO:0002341","BP"
"GO:0002342","BP"
"GO:0002343","BP"
"GO:0002344","BP"
"GO:0002345","BP"
"GO:0002346","BP"
"GO:0002347","BP"
"GO:0002348","BP"
"GO:0002349","BP"
"GO:0002350","BP"
"GO:0002351","BP"
"GO:0002352","BP"
"GO:0002353","BP"
"GO:0002354","BP"
"GO:0002355","BP"
"GO:0002356","BP"
"GO:0002357","BP"
"GO:0002358","BP"
"GO:0002359","BP"
"GO:0002360","BP"
"GO:0002361","BP"
"GO:0002362","BP"
"GO:0002363","BP"
"GO:0002364","BP"
"GO:0002365","BP"
"GO:0002366","BP"
"GO:0002367","BP"
"GO:0002368","BP"
"GO:0002369","BP"
"GO:0002370","BP"
"GO:0002371","BP"
"GO:0002372","BP"
"GO:0002373","BP"
"GO:0002376","BP"
"GO:0002377","BP"
"GO:0002381","BP"
"GO:0002382","BP"
"GO:0002383","BP"
"GO:0002384","BP"
"GO:0002385","BP"
"GO:0002387","BP"
"GO:0002388","BP"
"GO:0002389","BP"
"GO:0002391","BP"
"GO:0002393","BP"
"GO:0002394","BP"
"GO:0002395","BP"
"GO:0002396","BP"
"GO:0002397","BP"
"GO:0002398","BP"
"GO:0002399","BP"
"GO:0002400","BP"
"GO:0002401","BP"
"GO:0002402","BP"
"GO:0002403","BP"
"GO:0002404","BP"
"GO:0002405","BP"
"GO:0002406","BP"
"GO:0002407","BP"
"GO:0002408","BP"
"GO:0002409","BP"
"GO:0002410","BP"
"GO:0002411","BP"
"GO:0002412","BP"
"GO:0002413","BP"
"GO:0002414","BP"
"GO:0002415","BP"
"GO:0002416","BP"
"GO:0002417","BP"
"GO:0002418","BP"
"GO:0002419","BP"
"GO:0002420","BP"
"GO:0002421","BP"
"GO:0002423","BP"
"GO:0002424","BP"
"GO:0002425","BP"
"GO:0002426","BP"
"GO:0002427","BP"
"GO:0002428","BP"
"GO:0002429","BP"
"GO:0002430","BP"
"GO:0002431","BP"
"GO:0002432","BP"
"GO:0002433","BP"
"GO:0002434","BP"
"GO:0002435","BP"
"GO:0002436","BP"
"GO:0002437","BP"
"GO:0002438","BP"
"GO:0002439","BP"
"GO:0002440","BP"
"GO:0002441","BP"
"GO:0002442","BP"
"GO:0002443","BP"
"GO:0002444","BP"
"GO:0002445","BP"
"GO:0002446","BP"
"GO:0002447","BP"
"GO:0002448","BP"
"GO:0002449","BP"
"GO:0002450","BP"
"GO:0002451","BP"
"GO:0002452","BP"
"GO:0002453","BP"
"GO:0002454","BP"
"GO:0002455","BP"
"GO:0002456","BP"
"GO:0002457","BP"
"GO:0002458","BP"
"GO:0002459","BP"
"GO:0002460","BP"
"GO:0002461","BP"
"GO:0002462","BP"
"GO:0002463","BP"
"GO:0002464","BP"
"GO:0002465","BP"
"GO:0002466","BP"
"GO:0002467","BP"
"GO:0002468","BP"
"GO:0002469","BP"
"GO:0002470","BP"
"GO:0002471","BP"
"GO:0002472","BP"
"GO:0002473","BP"
"GO:0002474","BP"
"GO:0002475","BP"
"GO:0002476","BP"
"GO:0002477","BP"
"GO:0002478","BP"
"GO:0002479","BP"
"GO:0002480","BP"
"GO:0002481","BP"
"GO:0002482","BP"
"GO:0002483","BP"
"GO:0002484","BP"
"GO:0002485","BP"
"GO:0002486","BP"
"GO:0002487","BP"
"GO:0002488","BP"
"GO:0002489","BP"
"GO:0002490","BP"
"GO:0002491","BP"
"GO:0002492","BP"
"GO:0002493","BP"
"GO:0002494","BP"
"GO:0002495","BP"
"GO:0002496","BP"
"GO:0002497","BP"
"GO:0002498","BP"
"GO:0002499","BP"
"GO:0002500","BP"
"GO:0002501","BP"
"GO:0002502","BP"
"GO:0002503","BP"
"GO:0002504","BP"
"GO:0002505","BP"
"GO:0002507","BP"
"GO:0002508","BP"
"GO:0002509","BP"
"GO:0002510","BP"
"GO:0002511","BP"
"GO:0002512","BP"
"GO:0002513","BP"
"GO:0002514","BP"
"GO:0002515","BP"
"GO:0002516","BP"
"GO:0002517","BP"
"GO:0002518","BP"
"GO:0002519","BP"
"GO:0002520","BP"
"GO:0002521","BP"
"GO:0002522","BP"
"GO:0002523","BP"
"GO:0002524","BP"
"GO:0002525","BP"
"GO:0002526","BP"
"GO:0002527","BP"
"GO:0002528","BP"
"GO:0002529","BP"
"GO:0002530","BP"
"GO:0002531","BP"
"GO:0002532","BP"
"GO:0002533","BP"
"GO:0002534","BP"
"GO:0002536","BP"
"GO:0002537","BP"
"GO:0002538","BP"
"GO:0002539","BP"
"GO:0002540","BP"
"GO:0002541","BP"
"GO:0002542","BP"
"GO:0002543","BP"
"GO:0002544","BP"
"GO:0002545","BP"
"GO:0002546","BP"
"GO:0002547","BP"
"GO:0002548","BP"
"GO:0002549","BP"
"GO:0002550","BP"
"GO:0002551","BP"
"GO:0002552","BP"
"GO:0002553","BP"
"GO:0002554","BP"
"GO:0002555","BP"
"GO:0002556","BP"
"GO:0002557","BP"
"GO:0002558","BP"
"GO:0002559","BP"
"GO:0002560","BP"
"GO:0002561","BP"
"GO:0002562","BP"
"GO:0002563","BP"
"GO:0002564","BP"
"GO:0002565","BP"
"GO:0002566","BP"
"GO:0002567","BP"
"GO:0002568","BP"
"GO:0002569","BP"
"GO:0002570","BP"
"GO:0002571","BP"
"GO:0002572","BP"
"GO:0002573","BP"
"GO:0002574","BP"
"GO:0002575","BP"
"GO:0002576","BP"
"GO:0002577","BP"
"GO:0002578","BP"
"GO:0002579","BP"
"GO:0002580","BP"
"GO:0002581","BP"
"GO:0002582","BP"
"GO:0002583","BP"
"GO:0002584","BP"
"GO:0002585","BP"
"GO:0002586","BP"
"GO:0002587","BP"
"GO:0002588","BP"
"GO:0002589","BP"
"GO:0002590","BP"
"GO:0002591","BP"
"GO:0002592","BP"
"GO:0002593","BP"
"GO:0002594","BP"
"GO:0002595","BP"
"GO:0002596","BP"
"GO:0002597","BP"
"GO:0002598","BP"
"GO:0002599","BP"
"GO:0002600","BP"
"GO:0002601","BP"
"GO:0002602","BP"
"GO:0002603","BP"
"GO:0002604","BP"
"GO:0002605","BP"
"GO:0002606","BP"
"GO:0002607","BP"
"GO:0002608","BP"
"GO:0002609","BP"
"GO:0002610","BP"
"GO:0002611","BP"
"GO:0002612","BP"
"GO:0002613","BP"
"GO:0002614","BP"
"GO:0002615","BP"
"GO:0002616","BP"
"GO:0002617","BP"
"GO:0002618","BP"
"GO:0002619","BP"
"GO:0002620","BP"
"GO:0002621","BP"
"GO:0002622","BP"
"GO:0002623","BP"
"GO:0002624","BP"
"GO:0002625","BP"
"GO:0002626","BP"
"GO:0002627","BP"
"GO:0002628","BP"
"GO:0002629","BP"
"GO:0002630","BP"
"GO:0002631","BP"
"GO:0002632","BP"
"GO:0002633","BP"
"GO:0002634","BP"
"GO:0002635","BP"
"GO:0002636","BP"
"GO:0002637","BP"
"GO:0002638","BP"
"GO:0002639","BP"
"GO:0002643","BP"
"GO:0002644","BP"
"GO:0002645","BP"
"GO:0002646","BP"
"GO:0002647","BP"
"GO:0002648","BP"
"GO:0002649","BP"
"GO:0002650","BP"
"GO:0002651","BP"
"GO:0002652","BP"
"GO:0002653","BP"
"GO:0002654","BP"
"GO:0002655","BP"
"GO:0002656","BP"
"GO:0002657","BP"
"GO:0002658","BP"
"GO:0002659","BP"
"GO:0002660","BP"
"GO:0002661","BP"
"GO:0002662","BP"
"GO:0002663","BP"
"GO:0002664","BP"
"GO:0002665","BP"
"GO:0002666","BP"
"GO:0002667","BP"
"GO:0002668","BP"
"GO:0002669","BP"
"GO:0002670","BP"
"GO:0002671","BP"
"GO:0002672","BP"
"GO:0002673","BP"
"GO:0002674","BP"
"GO:0002675","BP"
"GO:0002676","BP"
"GO:0002677","BP"
"GO:0002678","BP"
"GO:0002679","BP"
"GO:0002680","BP"
"GO:0002681","BP"
"GO:0002682","BP"
"GO:0002683","BP"
"GO:0002684","BP"
"GO:0002685","BP"
"GO:0002686","BP"
"GO:0002687","BP"
"GO:0002688","BP"
"GO:0002689","BP"
"GO:0002690","BP"
"GO:0002691","BP"
"GO:0002692","BP"
"GO:0002693","BP"
"GO:0002694","BP"
"GO:0002695","BP"
"GO:0002696","BP"
"GO:0002697","BP"
"GO:0002698","BP"
"GO:0002699","BP"
"GO:0002700","BP"
"GO:0002701","BP"
"GO:0002702","BP"
"GO:0002703","BP"
"GO:0002704","BP"
"GO:0002705","BP"
"GO:0002706","BP"
"GO:0002707","BP"
"GO:0002708","BP"
"GO:0002709","BP"
"GO:0002710","BP"
"GO:0002711","BP"
"GO:0002712","BP"
"GO:0002713","BP"
"GO:0002714","BP"
"GO:0002715","BP"
"GO:0002716","BP"
"GO:0002717","BP"
"GO:0002718","BP"
"GO:0002719","BP"
"GO:0002720","BP"
"GO:0002721","BP"
"GO:0002722","BP"
"GO:0002723","BP"
"GO:0002724","BP"
"GO:0002725","BP"
"GO:0002726","BP"
"GO:0002727","BP"
"GO:0002728","BP"
"GO:0002729","BP"
"GO:0002730","BP"
"GO:0002731","BP"
"GO:0002732","BP"
"GO:0002733","BP"
"GO:0002734","BP"
"GO:0002735","BP"
"GO:0002736","BP"
"GO:0002737","BP"
"GO:0002738","BP"
"GO:0002745","BP"
"GO:0002746","BP"
"GO:0002747","BP"
"GO:0002748","BP"
"GO:0002749","BP"
"GO:0002750","BP"
"GO:0002751","BP"
"GO:0002752","BP"
"GO:0002753","BP"
"GO:0002754","BP"
"GO:0002755","BP"
"GO:0002756","BP"
"GO:0002757","BP"
"GO:0002758","BP"
"GO:0002759","BP"
"GO:0002760","BP"
"GO:0002761","BP"
"GO:0002762","BP"
"GO:0002763","BP"
"GO:0002764","BP"
"GO:0002765","BP"
"GO:0002766","BP"
"GO:0002767","BP"
"GO:0002768","BP"
"GO:0002769","BP"
"GO:0002770","BP"
"GO:0002771","BP"
"GO:0002772","BP"
"GO:0002773","BP"
"GO:0002774","BP"
"GO:0002775","BP"
"GO:0002776","BP"
"GO:0002777","BP"
"GO:0002778","BP"
"GO:0002779","BP"
"GO:0002780","BP"
"GO:0002781","BP"
"GO:0002782","BP"
"GO:0002783","BP"
"GO:0002784","BP"
"GO:0002785","BP"
"GO:0002786","BP"
"GO:0002787","BP"
"GO:0002788","BP"
"GO:0002789","BP"
"GO:0002790","BP"
"GO:0002791","BP"
"GO:0002792","BP"
"GO:0002793","BP"
"GO:0002794","BP"
"GO:0002795","BP"
"GO:0002796","BP"
"GO:0002797","BP"
"GO:0002798","BP"
"GO:0002799","BP"
"GO:0002800","BP"
"GO:0002801","BP"
"GO:0002802","BP"
"GO:0002803","BP"
"GO:0002804","BP"
"GO:0002805","BP"
"GO:0002806","BP"
"GO:0002807","BP"
"GO:0002808","BP"
"GO:0002809","BP"
"GO:0002810","BP"
"GO:0002811","BP"
"GO:0002812","BP"
"GO:0002813","BP"
"GO:0002814","BP"
"GO:0002815","BP"
"GO:0002816","BP"
"GO:0002817","BP"
"GO:0002819","BP"
"GO:0002820","BP"
"GO:0002821","BP"
"GO:0002822","BP"
"GO:0002823","BP"
"GO:0002824","BP"
"GO:0002825","BP"
"GO:0002826","BP"
"GO:0002827","BP"
"GO:0002828","BP"
"GO:0002829","BP"
"GO:0002830","BP"
"GO:0002831","BP"
"GO:0002832","BP"
"GO:0002833","BP"
"GO:0002834","BP"
"GO:0002835","BP"
"GO:0002836","BP"
"GO:0002837","BP"
"GO:0002838","BP"
"GO:0002839","BP"
"GO:0002840","BP"
"GO:0002841","BP"
"GO:0002842","BP"
"GO:0002843","BP"
"GO:0002844","BP"
"GO:0002845","BP"
"GO:0002846","BP"
"GO:0002847","BP"
"GO:0002848","BP"
"GO:0002849","BP"
"GO:0002850","BP"
"GO:0002851","BP"
"GO:0002852","BP"
"GO:0002853","BP"
"GO:0002854","BP"
"GO:0002855","BP"
"GO:0002856","BP"
"GO:0002857","BP"
"GO:0002858","BP"
"GO:0002859","BP"
"GO:0002860","BP"
"GO:0002861","BP"
"GO:0002862","BP"
"GO:0002863","BP"
"GO:0002864","BP"
"GO:0002865","BP"
"GO:0002866","BP"
"GO:0002867","BP"
"GO:0002868","BP"
"GO:0002869","BP"
"GO:0002870","BP"
"GO:0002871","BP"
"GO:0002872","BP"
"GO:0002873","BP"
"GO:0002874","BP"
"GO:0002875","BP"
"GO:0002876","BP"
"GO:0002877","BP"
"GO:0002878","BP"
"GO:0002879","BP"
"GO:0002880","BP"
"GO:0002881","BP"
"GO:0002882","BP"
"GO:0002883","BP"
"GO:0002884","BP"
"GO:0002885","BP"
"GO:0002886","BP"
"GO:0002887","BP"
"GO:0002888","BP"
"GO:0002889","BP"
"GO:0002890","BP"
"GO:0002891","BP"
"GO:0002892","BP"
"GO:0002893","BP"
"GO:0002894","BP"
"GO:0002895","BP"
"GO:0002896","BP"
"GO:0002897","BP"
"GO:0002898","BP"
"GO:0002899","BP"
"GO:0002900","BP"
"GO:0002901","BP"
"GO:0002902","BP"
"GO:0002903","BP"
"GO:0002904","BP"
"GO:0002905","BP"
"GO:0002906","BP"
"GO:0002907","BP"
"GO:0002908","BP"
"GO:0002909","BP"
"GO:0002910","BP"
"GO:0002911","BP"
"GO:0002912","BP"
"GO:0002913","BP"
"GO:0002914","BP"
"GO:0002915","BP"
"GO:0002916","BP"
"GO:0002917","BP"
"GO:0002918","BP"
"GO:0002919","BP"
"GO:0002920","BP"
"GO:0002921","BP"
"GO:0002922","BP"
"GO:0002923","BP"
"GO:0002924","BP"
"GO:0002925","BP"
"GO:0002926","BP"
"GO:0002927","BP"
"GO:0002929","CC"
"GO:0002930","BP"
"GO:0002931","BP"
"GO:0002932","BP"
"GO:0002933","BP"
"GO:0002934","BP"
"GO:0002935","MF"
"GO:0002936","BP"
"GO:0002937","BP"
"GO:0002938","BP"
"GO:0002939","BP"
"GO:0002940","BP"
"GO:0002941","BP"
"GO:0002942","BP"
"GO:0002943","BP"
"GO:0002944","CC"
"GO:0002945","CC"
"GO:0002946","BP"
"GO:0002947","CC"
"GO:0002948","MF"
"GO:0002949","BP"
"GO:0002950","MF"
"GO:0002951","MF"
"GO:0002952","MF"
"GO:0002953","MF"
"GO:0003002","BP"
"GO:0003003","BP"
"GO:0003004","BP"
"GO:0003005","BP"
"GO:0003006","BP"
"GO:0003007","BP"
"GO:0003008","BP"
"GO:0003009","BP"
"GO:0003010","BP"
"GO:0003011","BP"
"GO:0003012","BP"
"GO:0003013","BP"
"GO:0003014","BP"
"GO:0003015","BP"
"GO:0003016","BP"
"GO:0003017","BP"
"GO:0003018","BP"
"GO:0003019","BP"
"GO:0003020","BP"
"GO:0003021","BP"
"GO:0003022","BP"
"GO:0003023","BP"
"GO:0003024","BP"
"GO:0003025","BP"
"GO:0003026","BP"
"GO:0003027","BP"
"GO:0003028","BP"
"GO:0003029","BP"
"GO:0003030","BP"
"GO:0003031","BP"
"GO:0003032","BP"
"GO:0003033","BP"
"GO:0003034","BP"
"GO:0003035","BP"
"GO:0003036","BP"
"GO:0003037","BP"
"GO:0003038","BP"
"GO:0003039","BP"
"GO:0003040","BP"
"GO:0003041","BP"
"GO:0003042","BP"
"GO:0003043","BP"
"GO:0003044","BP"
"GO:0003045","BP"
"GO:0003046","BP"
"GO:0003047","BP"
"GO:0003048","BP"
"GO:0003049","BP"
"GO:0003050","BP"
"GO:0003051","BP"
"GO:0003052","BP"
"GO:0003053","BP"
"GO:0003054","BP"
"GO:0003055","BP"
"GO:0003056","BP"
"GO:0003057","BP"
"GO:0003058","BP"
"GO:0003059","BP"
"GO:0003060","BP"
"GO:0003061","BP"
"GO:0003062","BP"
"GO:0003063","BP"
"GO:0003064","BP"
"GO:0003065","BP"
"GO:0003066","BP"
"GO:0003067","BP"
"GO:0003068","BP"
"GO:0003069","BP"
"GO:0003070","BP"
"GO:0003071","BP"
"GO:0003072","BP"
"GO:0003073","BP"
"GO:0003075","BP"
"GO:0003081","BP"
"GO:0003083","BP"
"GO:0003084","BP"
"GO:0003085","BP"
"GO:0003086","BP"
"GO:0003087","BP"
"GO:0003088","BP"
"GO:0003089","BP"
"GO:0003090","BP"
"GO:0003091","BP"
"GO:0003092","BP"
"GO:0003093","BP"
"GO:0003094","BP"
"GO:0003095","BP"
"GO:0003096","BP"
"GO:0003097","BP"
"GO:0003098","BP"
"GO:0003099","BP"
"GO:0003100","BP"
"GO:0003101","BP"
"GO:0003104","BP"
"GO:0003105","BP"
"GO:0003106","BP"
"GO:0003108","BP"
"GO:0003109","BP"
"GO:0003110","BP"
"GO:0003111","BP"
"GO:0003112","BP"
"GO:0003113","BP"
"GO:0003114","BP"
"GO:0003115","BP"
"GO:0003116","BP"
"GO:0003117","BP"
"GO:0003118","BP"
"GO:0003119","BP"
"GO:0003120","BP"
"GO:0003121","BP"
"GO:0003122","BP"
"GO:0003127","BP"
"GO:0003128","BP"
"GO:0003129","BP"
"GO:0003130","BP"
"GO:0003131","BP"
"GO:0003132","BP"
"GO:0003133","BP"
"GO:0003134","BP"
"GO:0003135","BP"
"GO:0003136","BP"
"GO:0003137","BP"
"GO:0003138","BP"
"GO:0003139","BP"
"GO:0003140","BP"
"GO:0003142","BP"
"GO:0003143","BP"
"GO:0003144","BP"
"GO:0003145","BP"
"GO:0003146","BP"
"GO:0003147","BP"
"GO:0003148","BP"
"GO:0003149","BP"
"GO:0003150","BP"
"GO:0003151","BP"
"GO:0003152","BP"
"GO:0003153","BP"
"GO:0003154","BP"
"GO:0003155","BP"
"GO:0003156","BP"
"GO:0003157","BP"
"GO:0003158","BP"
"GO:0003159","BP"
"GO:0003160","BP"
"GO:0003161","BP"
"GO:0003162","BP"
"GO:0003163","BP"
"GO:0003164","BP"
"GO:0003165","BP"
"GO:0003166","BP"
"GO:0003167","BP"
"GO:0003168","BP"
"GO:0003169","BP"
"GO:0003170","BP"
"GO:0003171","BP"
"GO:0003172","BP"
"GO:0003173","BP"
"GO:0003174","BP"
"GO:0003175","BP"
"GO:0003176","BP"
"GO:0003177","BP"
"GO:0003178","BP"
"GO:0003179","BP"
"GO:0003180","BP"
"GO:0003181","BP"
"GO:0003182","BP"
"GO:0003183","BP"
"GO:0003184","BP"
"GO:0003185","BP"
"GO:0003186","BP"
"GO:0003187","BP"
"GO:0003188","BP"
"GO:0003189","BP"
"GO:0003190","BP"
"GO:0003191","BP"
"GO:0003192","BP"
"GO:0003193","BP"
"GO:0003194","BP"
"GO:0003195","BP"
"GO:0003196","BP"
"GO:0003197","BP"
"GO:0003198","BP"
"GO:0003199","BP"
"GO:0003200","BP"
"GO:0003201","BP"
"GO:0003202","BP"
"GO:0003203","BP"
"GO:0003204","BP"
"GO:0003205","BP"
"GO:0003206","BP"
"GO:0003207","BP"
"GO:0003208","BP"
"GO:0003209","BP"
"GO:0003210","BP"
"GO:0003211","BP"
"GO:0003212","BP"
"GO:0003213","BP"
"GO:0003214","BP"
"GO:0003215","BP"
"GO:0003216","BP"
"GO:0003217","BP"
"GO:0003218","BP"
"GO:0003219","BP"
"GO:0003220","BP"
"GO:0003221","BP"
"GO:0003222","BP"
"GO:0003223","BP"
"GO:0003224","BP"
"GO:0003225","BP"
"GO:0003226","BP"
"GO:0003227","BP"
"GO:0003228","BP"
"GO:0003229","BP"
"GO:0003230","BP"
"GO:0003231","BP"
"GO:0003232","BP"
"GO:0003233","BP"
"GO:0003234","BP"
"GO:0003235","BP"
"GO:0003236","BP"
"GO:0003237","BP"
"GO:0003238","BP"
"GO:0003239","BP"
"GO:0003240","BP"
"GO:0003241","BP"
"GO:0003242","BP"
"GO:0003243","BP"
"GO:0003244","BP"
"GO:0003245","BP"
"GO:0003246","BP"
"GO:0003247","BP"
"GO:0003248","BP"
"GO:0003249","BP"
"GO:0003250","BP"
"GO:0003251","BP"
"GO:0003252","BP"
"GO:0003253","BP"
"GO:0003254","BP"
"GO:0003255","BP"
"GO:0003256","BP"
"GO:0003257","BP"
"GO:0003258","BP"
"GO:0003259","BP"
"GO:0003260","BP"
"GO:0003261","BP"
"GO:0003262","BP"
"GO:0003263","BP"
"GO:0003264","BP"
"GO:0003265","BP"
"GO:0003266","BP"
"GO:0003267","BP"
"GO:0003268","BP"
"GO:0003269","BP"
"GO:0003270","BP"
"GO:0003271","BP"
"GO:0003272","BP"
"GO:0003273","BP"
"GO:0003274","BP"
"GO:0003275","BP"
"GO:0003276","BP"
"GO:0003277","BP"
"GO:0003278","BP"
"GO:0003279","BP"
"GO:0003281","BP"
"GO:0003282","BP"
"GO:0003283","BP"
"GO:0003284","BP"
"GO:0003285","BP"
"GO:0003286","BP"
"GO:0003288","BP"
"GO:0003289","BP"
"GO:0003290","BP"
"GO:0003291","BP"
"GO:0003292","BP"
"GO:0003293","BP"
"GO:0003294","BP"
"GO:0003295","BP"
"GO:0003296","BP"
"GO:0003297","BP"
