"","ontology"
"GO:0106352","MF"
"GO:0106354","BP"
"GO:0110001","CC"
"GO:0110002","BP"
"GO:0110003","BP"
"GO:0110004","BP"
"GO:0110005","BP"
"GO:0110008","BP"
"GO:0110009","BP"
"GO:0110010","BP"
"GO:0110011","BP"
"GO:0110012","BP"
"GO:0110013","BP"
"GO:0110014","BP"
"GO:0110015","BP"
"GO:0110016","CC"
"GO:0110017","BP"
"GO:0110018","BP"
"GO:0110019","BP"
"GO:0110020","BP"
"GO:0110021","BP"
"GO:0110022","BP"
"GO:0110023","BP"
"GO:0110024","BP"
"GO:0110025","BP"
"GO:0110026","BP"
"GO:0110027","BP"
"GO:0110028","BP"
"GO:0110029","BP"
"GO:0110030","BP"
"GO:0110031","BP"
"GO:0110032","BP"
"GO:0110033","BP"
"GO:0110034","BP"
"GO:0110035","MF"
"GO:0110036","MF"
"GO:0110037","BP"
"GO:0110038","BP"
"GO:0110039","BP"
"GO:0110040","BP"
"GO:0110041","BP"
"GO:0110042","BP"
"GO:0110043","BP"
"GO:0110044","BP"
"GO:0110045","BP"
"GO:0110046","BP"
"GO:0110050","MF"
"GO:0110051","BP"
"GO:0110052","BP"
"GO:0110053","BP"
"GO:0110054","BP"
"GO:0110055","BP"
"GO:0110056","BP"
"GO:0110057","BP"
"GO:0110058","BP"
"GO:0110059","BP"
"GO:0110061","BP"
"GO:0110062","BP"
"GO:0110063","BP"
"GO:0110064","BP"
"GO:0110065","BP"
"GO:0110066","BP"
"GO:0110067","CC"
"GO:0110068","MF"
"GO:0110069","BP"
"GO:0110070","CC"
"GO:0110071","CC"
"GO:0110072","BP"
"GO:0110073","BP"
"GO:0110074","BP"
"GO:0110075","BP"
"GO:0110076","BP"
"GO:0110077","BP"
"GO:0110078","CC"
"GO:0110079","BP"
"GO:0110080","BP"
"GO:0110081","BP"
"GO:0110082","BP"
"GO:0110083","BP"
"GO:0110084","BP"
"GO:0110085","CC"
"GO:0110086","CC"
"GO:0110087","BP"
"GO:0110088","BP"
"GO:0110089","BP"
"GO:0110090","BP"
"GO:0110091","BP"
"GO:0110092","CC"
"GO:0110093","CC"
"GO:0110094","BP"
"GO:0110095","BP"
"GO:0110096","BP"
"GO:0110097","BP"
"GO:0110098","BP"
"GO:0110099","BP"
"GO:0110100","BP"
"GO:0110101","BP"
"GO:0110102","BP"
"GO:0110103","CC"
"GO:0110104","BP"
"GO:0110105","BP"
"GO:0110107","BP"
"GO:0110108","BP"
"GO:0110109","BP"
"GO:0110110","BP"
"GO:0110111","BP"
"GO:0110112","BP"
"GO:0110113","BP"
"GO:0110114","BP"
"GO:0110115","CC"
"GO:0110116","BP"
"GO:0110117","BP"
"GO:0110118","BP"
"GO:0110119","BP"
"GO:0110120","BP"
"GO:0110121","BP"
"GO:0110122","BP"
"GO:0110123","BP"
"GO:0110124","BP"
"GO:0110125","BP"
"GO:0110126","BP"
"GO:0110127","BP"
"GO:0110128","BP"
"GO:0110129","CC"
"GO:0110130","MF"
"GO:0110131","CC"
"GO:0110132","BP"
"GO:0110133","BP"
"GO:0110134","BP"
"GO:0110135","BP"
"GO:0110136","BP"
"GO:0110137","BP"
"GO:0110138","BP"
"GO:0110139","BP"
"GO:0110140","BP"
"GO:0110141","BP"
"GO:0110142","CC"
"GO:0110143","CC"
"GO:0110145","CC"
"GO:0110146","CC"
"GO:0110147","BP"
"GO:0110148","BP"
"GO:0110149","BP"
"GO:0110150","BP"
"GO:0110151","BP"
"GO:0110152","MF"
"GO:0110153","MF"
"GO:0110154","BP"
"GO:0110155","BP"
"GO:0110156","BP"
"GO:0110157","CC"
"GO:0110158","CC"
"GO:0110159","BP"
"GO:0110160","BP"
"GO:0110161","BP"
"GO:0110162","BP"
"GO:0110163","BP"
"GO:0110164","BP"
"GO:0110165","CC"
"GO:0110166","BP"
"GO:0120001","CC"
"GO:0120002","CC"
"GO:0120003","CC"
"GO:0120006","BP"
"GO:0120007","BP"
"GO:0120008","BP"
"GO:0120009","BP"
"GO:0120010","BP"
"GO:0120011","BP"
"GO:0120012","BP"
"GO:0120013","MF"
"GO:0120014","MF"
"GO:0120015","MF"
"GO:0120016","MF"
"GO:0120017","MF"
"GO:0120019","MF"
"GO:0120020","MF"
"GO:0120021","MF"
"GO:0120022","MF"
"GO:0120023","MF"
"GO:0120024","MF"
"GO:0120025","CC"
"GO:0120026","CC"
"GO:0120027","BP"
"GO:0120028","BP"
"GO:0120029","BP"
"GO:0120030","BP"
"GO:0120031","BP"
"GO:0120032","BP"
"GO:0120033","BP"
"GO:0120034","BP"
"GO:0120035","BP"
"GO:0120036","BP"
"GO:0120039","BP"
"GO:0120040","BP"
"GO:0120041","BP"
"GO:0120042","BP"
"GO:0120043","CC"
"GO:0120044","CC"
"GO:0120045","BP"
"GO:0120046","BP"
"GO:0120047","BP"
"GO:0120048","MF"
"GO:0120049","BP"
"GO:0120053","MF"
"GO:0120054","BP"
"GO:0120055","BP"
"GO:0120056","BP"
"GO:0120057","BP"
"GO:0120058","BP"
"GO:0120059","BP"
"GO:0120060","BP"
"GO:0120061","BP"
"GO:0120062","BP"
"GO:0120063","BP"
"GO:0120064","BP"
"GO:0120065","BP"
"GO:0120066","BP"
"GO:0120067","BP"
"GO:0120068","BP"
"GO:0120069","BP"
"GO:0120070","BP"
"GO:0120071","BP"
"GO:0120072","BP"
"GO:0120073","BP"
"GO:0120074","BP"
"GO:0120075","BP"
"GO:0120076","BP"
"GO:0120077","BP"
"GO:0120078","BP"
"GO:0120079","BP"
"GO:0120080","BP"
"GO:0120081","BP"
"GO:0120082","CC"
"GO:0120083","CC"
"GO:0120084","BP"
"GO:0120085","BP"
"GO:0120086","MF"
"GO:0120091","MF"
"GO:0120092","MF"
"GO:0120093","BP"
"GO:0120094","BP"
"GO:0120095","CC"
"GO:0120097","CC"
"GO:0120098","CC"
"GO:0120099","CC"
"GO:0120100","CC"
"GO:0120101","CC"
"GO:0120102","CC"
"GO:0120103","CC"
"GO:0120104","CC"
"GO:0120105","CC"
"GO:0120106","CC"
"GO:0120107","CC"
"GO:0120108","MF"
"GO:0120109","BP"
"GO:0120110","BP"
"GO:0120111","CC"
"GO:0120112","BP"
"GO:0120113","BP"
"GO:0120114","CC"
"GO:0120115","CC"
"GO:0120116","BP"
"GO:0120117","BP"
"GO:0120118","CC"
"GO:0120119","CC"
"GO:0120120","CC"
"GO:0120121","CC"
"GO:0120122","BP"
"GO:0120123","CC"
"GO:0120124","CC"
"GO:0120125","CC"
"GO:0120126","BP"
"GO:0120127","BP"
"GO:0120132","BP"
"GO:0120133","BP"
"GO:0120134","CC"
"GO:0120135","CC"
"GO:0120136","MF"
"GO:0120137","BP"
"GO:0120138","BP"
"GO:0120139","BP"
"GO:0120140","BP"
"GO:0120141","BP"
"GO:0120142","BP"
"GO:0120143","BP"
"GO:0120145","BP"
"GO:0120146","MF"
"GO:0120147","MF"
"GO:0120148","CC"
"GO:0120149","CC"
"GO:0120150","BP"
"GO:0120151","BP"
"GO:0120152","MF"
"GO:0120153","MF"
"GO:0120154","BP"
"GO:0120155","CC"
"GO:0120157","CC"
"GO:0120158","BP"
"GO:0120159","MF"
"GO:0120160","MF"
"GO:0120161","BP"
"GO:0120162","BP"
"GO:0120163","BP"
"GO:0120164","BP"
"GO:0120165","BP"
"GO:0120166","BP"
"GO:0120168","BP"
"GO:0120169","BP"
"GO:0120170","MF"
"GO:0120171","CC"
"GO:0120172","BP"
"GO:0120173","BP"
"GO:0120174","BP"
"GO:0120175","BP"
"GO:0120176","BP"
"GO:0120177","BP"
"GO:0120178","BP"
"GO:0120179","BP"
"GO:0120180","BP"
"GO:0120181","BP"
"GO:0120182","BP"
"GO:0120183","BP"
"GO:0120184","BP"
"GO:0120185","BP"
"GO:0120186","BP"
"GO:0120187","BP"
"GO:0120188","BP"
"GO:0120189","BP"
"GO:0120190","BP"
"GO:0120191","BP"
"GO:0120192","BP"
"GO:0120193","BP"
"GO:0120194","BP"
"GO:0120195","BP"
"GO:0120196","BP"
"GO:0120197","BP"
"GO:0120198","BP"
"GO:0120199","CC"
"GO:0120200","CC"
"GO:0120201","CC"
"GO:0120202","CC"
"GO:0120203","CC"
"GO:0120204","MF"
"GO:0120205","CC"
"GO:0120206","CC"
"GO:0120207","BP"
"GO:0120208","CC"
"GO:0120209","CC"
"GO:0120210","CC"
"GO:0120211","BP"
"GO:0120212","CC"
"GO:0120213","BP"
"GO:0120214","BP"
"GO:0120215","BP"
"GO:0120216","CC"
"GO:0120217","CC"
"GO:0120218","BP"
"GO:0120219","CC"
"GO:0120220","CC"
"GO:0120221","BP"
"GO:0120222","BP"
"GO:0120223","BP"
"GO:0120224","BP"
"GO:0120225","MF"
"GO:0120226","MF"
"GO:0120227","MF"
"GO:0120228","CC"
"GO:0120229","BP"
"GO:0120230","MF"
"GO:0120231","CC"
"GO:0120232","BP"
"GO:0120233","MF"
"GO:0120234","CC"
"GO:0120235","BP"
"GO:0120236","BP"
"GO:0120237","BP"
"GO:0120238","CC"
"GO:0120239","CC"
"GO:0120240","CC"
"GO:0120241","MF"
"GO:0120242","MF"
"GO:0120243","MF"
"GO:0120244","BP"
"GO:0120245","BP"
"GO:0120246","BP"
"GO:0120247","BP"
"GO:0120248","BP"
"GO:0120249","CC"
"GO:0120250","MF"
"GO:0120251","BP"
"GO:0120252","BP"
"GO:0120253","BP"
"GO:0120254","BP"
"GO:0120255","BP"
"GO:0120256","BP"
"GO:0120257","BP"
"GO:0120258","BP"
"GO:0120259","CC"
"GO:0120260","CC"
"GO:0120261","BP"
"GO:0120262","BP"
"GO:0120263","BP"
"GO:0120264","BP"
"GO:0120265","BP"
"GO:0120266","BP"
"GO:0120267","CC"
"GO:0120268","BP"
"GO:0120269","CC"
"GO:0120270","BP"
"GO:0120271","BP"
"GO:0120272","BP"
"GO:0120273","BP"
"GO:0120274","MF"
"GO:0120275","BP"
"GO:0120276","BP"
"GO:0120277","BP"
"GO:0120278","BP"
"GO:0120279","CC"
"GO:0120280","CC"
"GO:0120281","CC"
"GO:0120282","CC"
"GO:0120283","MF"
"GO:0120284","MF"
"GO:0120285","MF"
"GO:0120286","MF"
"GO:0120287","BP"
"GO:0120288","BP"
"GO:0120289","BP"
"GO:0120290","BP"
"GO:0120291","BP"
"GO:0120292","BP"
"GO:0120293","CC"
"GO:0120294","MF"
"GO:0120295","MF"
"GO:0120296","MF"
"GO:0120297","MF"
"GO:0120298","MF"
"GO:0120299","MF"
"GO:0120300","MF"
"GO:0120301","MF"
"GO:0140007","CC"
"GO:0140009","BP"
"GO:0140010","MF"
"GO:0140013","BP"
"GO:0140014","BP"
"GO:0140018","BP"
"GO:0140020","CC"
"GO:0140021","BP"
"GO:0140022","CC"
"GO:0140023","BP"
"GO:0140024","BP"
"GO:0140025","BP"
"GO:0140026","BP"
"GO:0140027","BP"
"GO:0140028","BP"
"GO:0140029","BP"
"GO:0140030","MF"
"GO:0140031","MF"
"GO:0140032","MF"
"GO:0140033","MF"
"GO:0140034","MF"
"GO:0140035","MF"
"GO:0140036","MF"
"GO:0140037","MF"
"GO:0140039","BP"
"GO:0140040","BP"
"GO:0140041","BP"
"GO:0140042","BP"
"GO:0140043","BP"
"GO:0140048","BP"
"GO:0140049","BP"
"GO:0140050","BP"
"GO:0140051","BP"
"GO:0140052","BP"
"GO:0140053","BP"
"GO:0140056","BP"
"GO:0140057","BP"
"GO:0140058","BP"
"GO:0140059","BP"
"GO:0140060","BP"
"GO:0140061","MF"
"GO:0140062","MF"
"GO:0140064","MF"
"GO:0140065","MF"
"GO:0140066","BP"
"GO:0140067","BP"
"GO:0140068","MF"
"GO:0140069","MF"
"GO:0140074","BP"
"GO:0140075","BP"
"GO:0140076","BP"
"GO:0140077","BP"
"GO:0140078","MF"
"GO:0140080","MF"
"GO:0140081","MF"
"GO:0140082","MF"
"GO:0140083","MF"
"GO:0140084","BP"
"GO:0140090","MF"
"GO:0140091","CC"
"GO:0140092","CC"
"GO:0140093","CC"
"GO:0140096","MF"
"GO:0140097","MF"
"GO:0140098","MF"
"GO:0140101","MF"
"GO:0140102","MF"
"GO:0140103","MF"
"GO:0140104","MF"
"GO:0140105","BP"
"GO:0140107","MF"
"GO:0140108","MF"
"GO:0140110","MF"
"GO:0140111","MF"
"GO:0140112","BP"
"GO:0140113","BP"
"GO:0140114","BP"
"GO:0140115","BP"
"GO:0140116","BP"
"GO:0140121","BP"
"GO:0140122","BP"
"GO:0140123","BP"
"GO:0140124","BP"
"GO:0140125","BP"
"GO:0140131","BP"
"GO:0140132","MF"
"GO:0140133","BP"
"GO:0140135","MF"
"GO:0140140","BP"
"GO:0140141","BP"
"GO:0140142","MF"
"GO:0140145","BP"
"GO:0140146","BP"
"GO:0140147","BP"
"GO:0140157","BP"
"GO:0140159","BP"
"GO:0140161","MF"
"GO:0140164","MF"
"GO:0140192","BP"
"GO:0140193","BP"
"GO:0140194","BP"
"GO:0140195","BP"
"GO:0140196","BP"
"GO:0140199","BP"
"GO:0140200","BP"
"GO:0140201","BP"
"GO:0140202","BP"
"GO:0140203","BP"
"GO:0140204","BP"
"GO:0140205","BP"
"GO:0140206","BP"
"GO:0140207","BP"
"GO:0140208","BP"
"GO:0140209","BP"
"GO:0140210","BP"
"GO:0140211","MF"
"GO:0140212","BP"
"GO:0140213","BP"
"GO:0140214","BP"
"GO:0140215","BP"
"GO:0140216","BP"
"GO:0140217","BP"
"GO:0140220","CC"
"GO:0140221","CC"
"GO:0140222","CC"
"GO:0140223","MF"
"GO:0140224","CC"
"GO:0140225","CC"
"GO:0140226","MF"
"GO:0140227","BP"
"GO:0140231","BP"
"GO:0140232","MF"
"GO:0140233","MF"
"GO:0140235","BP"
"GO:0140236","BP"
"GO:0140237","BP"
"GO:0140238","BP"
"GO:0140239","BP"
"GO:0140240","CC"
"GO:0140241","BP"
"GO:0140242","BP"
"GO:0140243","BP"
"GO:0140244","BP"
"GO:0140245","BP"
"GO:0140246","BP"
"GO:0140247","BP"
"GO:0140249","BP"
"GO:0140250","BP"
"GO:0140251","BP"
"GO:0140252","BP"
"GO:0140253","BP"
"GO:0140255","BP"
"GO:0140256","BP"
"GO:0140259","MF"
"GO:0140260","MF"
"GO:0140261","CC"
"GO:0140262","MF"
"GO:0140266","CC"
"GO:0140267","BP"
"GO:0140268","CC"
"GO:0140270","BP"
"GO:0140271","BP"
"GO:0140272","MF"
"GO:0140273","BP"
"GO:0140274","BP"
"GO:0140275","CC"
"GO:0140278","BP"
"GO:0140279","BP"
"GO:0140280","BP"
"GO:0140281","BP"
"GO:0140282","MF"
"GO:0140284","CC"
"GO:0140285","BP"
"GO:0140288","CC"
"GO:0140289","BP"
"GO:0140290","BP"
"GO:0140291","BP"
"GO:0140292","MF"
"GO:0140293","MF"
"GO:0140294","MF"
"GO:0140295","MF"
"GO:0140296","MF"
"GO:0140297","MF"
"GO:0140298","BP"
"GO:0140299","MF"
"GO:0140300","BP"
"GO:0140301","BP"
"GO:0140302","BP"
"GO:0140303","MF"
"GO:0140306","MF"
"GO:0140311","MF"
"GO:0140312","MF"
"GO:0140313","MF"
"GO:0140314","MF"
"GO:0140315","MF"
"GO:0140317","BP"
"GO:0140318","MF"
"GO:0140319","MF"
"GO:0140320","MF"
"GO:0140321","BP"
"GO:0140323","MF"
"GO:0140325","BP"
"GO:0140326","MF"
"GO:0140327","MF"
"GO:0140328","MF"
"GO:0140329","BP"
"GO:0140330","BP"
"GO:0140331","BP"
"GO:0140332","MF"
"GO:0140333","MF"
"GO:0140334","BP"
"GO:0140337","MF"
"GO:0140338","MF"
"GO:0140339","MF"
"GO:0140340","MF"
"GO:0140341","MF"
"GO:0140343","MF"
"GO:0140344","MF"
"GO:0140345","MF"
"GO:0140346","MF"
"GO:0140347","MF"
"GO:0140348","MF"
"GO:0140351","MF"
"GO:0140352","BP"
"GO:0140353","BP"
"GO:0140354","BP"
"GO:0140355","MF"
"GO:0140357","BP"
"GO:0140358","MF"
"GO:0140359","MF"
"GO:0140360","MF"
"GO:0140361","BP"
"GO:0140363","CC"
"GO:0140364","CC"
"GO:0140365","CC"
"GO:0140366","CC"
"GO:0140367","BP"
"GO:0140368","CC"
"GO:0140372","BP"
"GO:0140373","BP"
"GO:0140374","BP"
"GO:0140375","MF"
"GO:0140376","MF"
"GO:0140380","BP"
"GO:0140381","MF"
"GO:0140382","MF"
"GO:0140383","MF"
"GO:0140384","BP"
"GO:0140393","MF"
"GO:0140394","MF"
"GO:0140395","MF"
"GO:0140396","MF"
"GO:0140397","MF"
"GO:0140398","MF"
"GO:0140399","MF"
"GO:0140403","BP"
"GO:0140404","BP"
"GO:0140405","BP"
"GO:0140406","BP"
"GO:0140407","MF"
"GO:0140408","BP"
"GO:0140409","BP"
"GO:0140410","MF"
"GO:0140412","MF"
"GO:0140413","MF"
"GO:0140414","MF"
"GO:0140415","BP"
"GO:0140416","MF"
"GO:0140417","MF"
"GO:0140418","BP"
"GO:0140420","BP"
"GO:0140421","BP"
"GO:0140423","BP"
"GO:0140425","BP"
"GO:0140426","BP"
"GO:0140429","BP"
"GO:0140430","BP"
"GO:0140431","MF"
"GO:0140432","MF"
"GO:0140433","BP"
"GO:0140434","BP"
"GO:0140435","BP"
"GO:0140438","BP"
"GO:0140439","MF"
"GO:0140440","MF"
"GO:0140441","MF"
"GO:0140442","MF"
"GO:0140443","MF"
"GO:0140444","MF"
"GO:0140445","CC"
"GO:0140446","BP"
"GO:0140447","BP"
"GO:0140448","BP"
"GO:0140449","MF"
"GO:0140450","BP"
"GO:0140451","CC"
"GO:0140453","CC"
"GO:0140454","BP"
"GO:0140455","BP"
"GO:0140456","BP"
"GO:0140457","MF"
"GO:0140458","BP"
"GO:0140459","BP"
"GO:0140460","BP"
"GO:0140461","BP"
"GO:0140462","BP"
"GO:0140463","MF"
"GO:0140464","BP"
"GO:0140466","BP"
"GO:0140467","BP"
"GO:0140468","BP"
"GO:0140469","BP"
"GO:0140471","BP"
"GO:0140472","CC"
"GO:0140473","MF"
"GO:0140474","MF"
"GO:0140475","MF"
"GO:0140479","BP"
"GO:0140480","BP"
"GO:0140481","MF"
"GO:0140482","MF"
"GO:0140483","MF"
"GO:0140484","BP"
"GO:0140485","MF"
"GO:0140486","MF"
"GO:0140487","MF"
"GO:0140488","MF"
"GO:0140489","MF"
"GO:0140490","MF"
"GO:0140493","BP"
"GO:0140494","CC"
"GO:0140495","BP"
"GO:0140496","MF"
"GO:0140497","CC"
"GO:0140498","CC"
"GO:0140499","BP"
"GO:0140500","BP"
"GO:0140501","BP"
"GO:0140502","BP"
"GO:0140504","BP"
"GO:0140505","BP"
"GO:0140506","MF"
"GO:0140507","BP"
"GO:0140509","BP"
"GO:0140510","CC"
"GO:0140511","CC"
"GO:0140512","CC"
"GO:0140513","CC"
"GO:0140515","BP"
"GO:0140516","BP"
"GO:0140517","MF"
"GO:0140522","MF"
"GO:0140523","MF"
"GO:0140525","CC"
"GO:0140526","BP"
"GO:0140527","BP"
"GO:0140528","BP"
"GO:0140529","BP"
"GO:0140530","BP"
"GO:0140531","BP"
"GO:0140532","BP"
"GO:0140533","BP"
"GO:0140534","CC"
"GO:0140535","CC"
"GO:0140536","MF"
"GO:0140537","MF"
"GO:0140538","BP"
"GO:0140539","BP"
"GO:0140540","BP"
"GO:0140541","BP"
"GO:0140542","BP"
"GO:0140543","BP"
"GO:0140544","BP"
"GO:0140545","MF"
"GO:0140546","BP"
"GO:0140547","BP"
"GO:0140548","BP"
"GO:0140549","CC"
"GO:0140550","MF"
"GO:0140552","CC"
"GO:0140554","MF"
"GO:0140560","MF"
"GO:0140561","MF"
"GO:0140562","MF"
"GO:0140563","MF"
"GO:0140566","MF"
"GO:0140567","MF"
"GO:0140568","BP"
"GO:0140569","BP"
"GO:0140570","BP"
"GO:0140571","MF"
"GO:0140572","BP"
"GO:0140573","CC"
"GO:0140575","MF"
"GO:0140576","BP"
"GO:0140580","MF"
"GO:0140581","MF"
"GO:0140582","BP"
"GO:0150001","CC"
"GO:0150002","CC"
"GO:0150003","BP"
"GO:0150004","CC"
"GO:0150005","CC"
"GO:0150006","CC"
"GO:0150007","BP"
"GO:0150008","BP"
"GO:0150011","BP"
"GO:0150012","BP"
"GO:0150013","BP"
"GO:0150014","CC"
"GO:0150015","CC"
"GO:0150016","CC"
"GO:0150017","CC"
"GO:0150018","BP"
"GO:0150019","BP"
"GO:0150020","BP"
"GO:0150021","BP"
"GO:0150022","BP"
"GO:0150023","BP"
"GO:0150024","BP"
"GO:0150025","MF"
"GO:0150031","BP"
"GO:0150032","BP"
"GO:0150033","BP"
"GO:0150034","CC"
"GO:0150035","BP"
"GO:0150036","BP"
"GO:0150037","BP"
"GO:0150038","BP"
"GO:0150043","MF"
"GO:0150044","BP"
"GO:0150045","BP"
"GO:0150047","MF"
"GO:0150048","CC"
"GO:0150050","CC"
"GO:0150051","CC"
"GO:0150052","BP"
"GO:0150053","CC"
"GO:0150054","BP"
"GO:0150056","CC"
"GO:0150057","CC"
"GO:0150058","CC"
"GO:0150059","BP"
"GO:0150060","BP"
"GO:0150061","BP"
"GO:0150062","BP"
"GO:0150063","BP"
"GO:0150064","BP"
"GO:0150065","BP"
"GO:0150066","BP"
"GO:0150067","BP"
"GO:0150068","BP"
"GO:0150069","BP"
"GO:0150070","BP"
"GO:0150071","BP"
"GO:0150072","BP"
"GO:0150073","BP"
"GO:0150074","BP"
"GO:0150075","BP"
"GO:0150076","BP"
"GO:0150077","BP"
"GO:0150078","BP"
"GO:0150079","BP"
"GO:0150086","CC"
"GO:0150087","CC"
"GO:0150088","CC"
"GO:0150089","BP"
"GO:0150090","BP"
"GO:0150091","BP"
"GO:0150092","BP"
"GO:0150093","BP"
"GO:0150094","BP"
"GO:0150098","BP"
"GO:0150099","BP"
"GO:0150100","MF"
"GO:0150101","BP"
"GO:0150102","BP"
"GO:0150103","BP"
"GO:0150104","BP"
"GO:0150105","BP"
"GO:0150106","BP"
"GO:0150107","BP"
"GO:0150110","BP"
"GO:0150111","BP"
"GO:0150115","BP"
"GO:0150116","BP"
"GO:0150117","BP"
"GO:0150118","BP"
"GO:0150119","BP"
"GO:0150127","BP"
"GO:0150128","BP"
"GO:0150129","BP"
"GO:0150136","BP"
"GO:0150137","BP"
"GO:0150138","BP"
"GO:0150139","BP"
"GO:0150140","BP"
"GO:0150141","BP"
"GO:0150142","BP"
"GO:0150143","BP"
"GO:0150144","BP"
"GO:0150145","BP"
"GO:0150146","BP"
"GO:0150147","BP"
"GO:0150151","BP"
"GO:0150152","BP"
"GO:0150153","BP"
"GO:0150155","BP"
"GO:0150157","BP"
"GO:0150158","BP"
"GO:0150159","BP"
"GO:0150163","BP"
"GO:0150164","BP"
"GO:0150165","BP"
"GO:0150166","BP"
"GO:0150167","BP"
"GO:0150168","BP"
"GO:0150172","BP"
"GO:0150173","BP"
"GO:0150174","BP"
"GO:0150175","BP"
"GO:0150176","BP"
"GO:0150177","BP"
"GO:0150178","BP"
"GO:0150179","BP"
"GO:0150180","BP"
"GO:0150189","BP"
"GO:0150190","BP"
"GO:0150191","BP"
"GO:0150195","BP"
"GO:0150200","BP"
"GO:0150201","BP"
"GO:0150202","BP"
"GO:0198738","BP"
"GO:1900000","BP"
"GO:1900001","BP"
"GO:1900002","BP"
"GO:1900003","BP"
"GO:1900004","BP"
"GO:1900005","BP"
"GO:1900006","BP"
"GO:1900010","BP"
"GO:1900011","BP"
"GO:1900012","BP"
"GO:1900015","BP"
"GO:1900016","BP"
"GO:1900017","BP"
"GO:1900018","BP"
"GO:1900019","BP"
"GO:1900020","BP"
"GO:1900022","BP"
"GO:1900023","BP"
"GO:1900024","BP"
"GO:1900025","BP"
"GO:1900026","BP"
"GO:1900027","BP"
"GO:1900028","BP"
"GO:1900029","BP"
"GO:1900030","BP"
"GO:1900032","BP"
"GO:1900033","BP"
"GO:1900034","BP"
"GO:1900035","BP"
"GO:1900036","BP"
"GO:1900037","BP"
"GO:1900038","BP"
"GO:1900039","BP"
"GO:1900044","BP"
"GO:1900045","BP"
"GO:1900046","BP"
"GO:1900047","BP"
"GO:1900048","BP"
"GO:1900049","BP"
"GO:1900050","BP"
"GO:1900051","BP"
"GO:1900052","BP"
"GO:1900053","BP"
"GO:1900054","BP"
"GO:1900055","BP"
"GO:1900056","BP"
"GO:1900057","BP"
"GO:1900058","BP"
"GO:1900059","BP"
"GO:1900060","BP"
"GO:1900063","BP"
"GO:1900064","BP"
"GO:1900065","BP"
"GO:1900066","BP"
"GO:1900067","BP"
"GO:1900068","BP"
"GO:1900069","BP"
"GO:1900070","BP"
"GO:1900071","BP"
"GO:1900072","BP"
"GO:1900073","BP"
"GO:1900074","BP"
"GO:1900075","BP"
"GO:1900076","BP"
"GO:1900077","BP"
"GO:1900078","BP"
"GO:1900079","BP"
"GO:1900080","BP"
"GO:1900081","BP"
"GO:1900082","BP"
"GO:1900084","BP"
"GO:1900085","BP"
"GO:1900086","BP"
"GO:1900087","BP"
"GO:1900088","BP"
"GO:1900089","BP"
"GO:1900090","BP"
"GO:1900091","BP"
"GO:1900092","BP"
"GO:1900093","BP"
"GO:1900094","BP"
"GO:1900095","BP"
"GO:1900096","BP"
"GO:1900097","BP"
"GO:1900098","BP"
"GO:1900099","BP"
"GO:1900100","BP"
"GO:1900101","BP"
"GO:1900102","BP"
"GO:1900103","BP"
"GO:1900104","BP"
"GO:1900105","BP"
"GO:1900106","BP"
"GO:1900107","BP"
"GO:1900108","BP"
"GO:1900109","BP"
"GO:1900110","BP"
"GO:1900111","BP"
"GO:1900112","BP"
"GO:1900113","BP"
"GO:1900114","BP"
"GO:1900115","BP"
"GO:1900116","BP"
"GO:1900117","BP"
"GO:1900118","BP"
"GO:1900119","BP"
"GO:1900120","BP"
"GO:1900121","BP"
"GO:1900122","BP"
"GO:1900123","BP"
"GO:1900124","BP"
"GO:1900125","BP"
"GO:1900126","BP"
"GO:1900127","BP"
"GO:1900128","BP"
"GO:1900129","BP"
"GO:1900130","BP"
"GO:1900131","BP"
"GO:1900132","BP"
"GO:1900133","BP"
"GO:1900134","BP"
"GO:1900135","BP"
"GO:1900136","BP"
"GO:1900137","BP"
"GO:1900138","BP"
"GO:1900139","BP"
"GO:1900140","BP"
"GO:1900141","BP"
"GO:1900142","BP"
"GO:1900143","BP"
"GO:1900144","BP"
"GO:1900145","BP"
"GO:1900146","BP"
"GO:1900147","BP"
"GO:1900148","BP"
"GO:1900149","BP"
"GO:1900150","BP"
"GO:1900151","BP"
"GO:1900152","BP"
"GO:1900153","BP"
"GO:1900154","BP"
"GO:1900155","BP"
"GO:1900156","BP"
"GO:1900157","BP"
"GO:1900158","BP"
"GO:1900159","BP"
"GO:1900160","BP"
"GO:1900161","BP"
"GO:1900162","BP"
"GO:1900163","BP"
"GO:1900164","BP"
"GO:1900166","BP"
"GO:1900167","BP"
"GO:1900168","BP"
"GO:1900169","BP"
"GO:1900170","BP"
"GO:1900171","BP"
"GO:1900175","BP"
"GO:1900176","BP"
"GO:1900177","BP"
"GO:1900178","BP"
"GO:1900179","BP"
"GO:1900180","BP"
"GO:1900181","BP"
"GO:1900182","BP"
"GO:1900183","BP"
"GO:1900184","BP"
"GO:1900185","BP"
"GO:1900186","BP"
"GO:1900187","BP"
"GO:1900188","BP"
"GO:1900189","BP"
"GO:1900190","BP"
"GO:1900191","BP"
"GO:1900192","BP"
"GO:1900193","BP"
"GO:1900194","BP"
"GO:1900195","BP"
"GO:1900196","BP"
"GO:1900197","BP"
"GO:1900198","BP"
"GO:1900199","BP"
"GO:1900200","BP"
"GO:1900204","BP"
"GO:1900205","BP"
"GO:1900206","BP"
"GO:1900207","BP"
"GO:1900208","BP"
"GO:1900209","BP"
"GO:1900210","BP"
"GO:1900211","BP"
